GCA_937425535.1_Rhodovastum_atsumiense_G2-11,Rhodovastum atsumiense,Bacteria;Pseudomonadota;Alphaproteobacteria,G2-11,SAMEA13915331,PRJEB52102,Complete,7.42354,68.6033,chromosome RHOA:NZ_OW485601.1/OW485601.1; plasmid RHOApa:NZ_OW485602.1/OW485602.1; plasmid RHOApb:NZ_OW485603.1/OW485603.1; plasmid RHOApc:NZ_OW485604.1/OW485604.1; plasmid RHOApd:NZ_OW485605.1/OW485605.1; plasmid RHOApe:NZ_OW485606.1/OW485606.1; plasmid RHOApf:NZ_OW485607.1/OW485607.1; plasmid RHOApg:NZ_OW485608.1/OW485608.1; plasmid RHOAph:NZ_OW485609.1/OW485609.1,9.0,6499.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/425/535/GCA_937425535.1_Rhodovastum_atsumiense_G2-11,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/937/425/535/GCF_937425535.1_Rhodovastum_atsumiense_G2-11,2023-08-22_NCBI-genomes/GCF_937425535.1_Rhodovastum_atsumiense_G2-11,Bacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Rhodovastum,Rhodovastum atsumiense,,1.0,31.0,chromosome,
GCA_000202835.1_ASM20283v1,Acidiphilium multivorum AIU301,Bacteria;Pseudomonadota;Alphaproteobacteria,AIU301,SAMD00060977,PRJDA60101,Complete,4.21474,66.9853,chromosome:NC_015186.1/AP012035.1; plasmid pACMV1:NC_015178.1/AP012036.1; plasmid pACMV2:NC_015187.1/AP012037.1; plasmid pACMV3:NC_015179.1/AP012038.1; plasmid pACMV4:NC_015188.1/AP012039.1; plasmid pACMV5:NC_015180.1/AP012040.1; plasmid pACMV6:NC_015181.1/AP012041.1; plasmid pACMV7:NC_015189.1/AP012042.1; plasmid pACMV8:NC_015182.1/AP012043.1,9.0,3822.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/202/835/GCA_000202835.1_ASM20283v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/202/835/GCF_000202835.1_ASM20283v1,2023-08-22_NCBI-genomes/GCF_000202835.1_ASM20283v1,Bacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Acidiphilium multivorum,AAPB,1.0,30.0,chromosome,AAPB
GCA_000014045.1_ASM1404v1,Roseobacter denitrificans OCh 114,Bacteria;Pseudomonadota;Alphaproteobacteria,OCh 114,SAMN02602987,PRJNA16426,Complete,4.33123,58.9096,chromosome:NC_008209.1/CP000362.1; plasmid pTB1:NC_008386.1/CP000464.1; plasmid pTB2:NC_008387.1/CP000465.1; plasmid pTB3:NC_008388.1/CP000466.1; plasmid pTB4:NC_008389.1/CP000467.1,5.0,3979.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/045/GCA_000014045.1_ASM1404v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/045/GCF_000014045.1_ASM1404v1,2023-08-22_NCBI-genomes/GCF_000014045.1_ASM1404v1,Bacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseobacter,Roseobacter denitrificans,AAPB,1.0,32.0,chromosome,AAPB
GCA_000018145.1_ASM1814v1,Dinoroseobacter shibae DFL 12 = DSM 16493,Bacteria;Pseudomonadota;Alphaproteobacteria,DFL 12,SAMN02598387,PRJNA17417,Complete,4.41787,65.5105,chromosome:NC_009952.1/CP000830.1; plasmid pDSHI01:NC_009955.1/CP000831.1; plasmid pDSHI02:NC_009956.1/CP000832.1; plasmid pDSHI03:NC_009957.1/CP000833.1; plasmid pDSHI04:NC_009958.1/CP000834.1; plasmid pDSHI05:NC_009959.1/CP000835.1,6.0,4203.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/145/GCA_000018145.1_ASM1814v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/145/GCF_000018145.1_ASM1814v1,2023-08-22_NCBI-genomes/GCF_000018145.1_ASM1814v1,Bacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Dinoroseobacter,Dinoroseobacter shibae,pAAPB,1.0,32.0,chromosome,pAAPB
GCA_003288315.1_ASM328831v1,Roseovarius sp. AK1035,Bacteria;Pseudomonadota;Alphaproteobacteria,AK1035,SAMN07138891,PRJNA386804,Complete,4.20354,60.9739,chromosome:NZ_CP030099.1/CP030099.1; plasmid unnamed:NZ_CP030100.1/CP030100.1,2.0,3959.0,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/288/315/GCF_003288315.1_ASM328831v1,2023-08-22_NCBI-genomes/GCF_003288315.1_ASM328831v1,Bacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,Roseovarius sp.,,1.0,32.0,chromosome,AAPB
GCA_000015165.1_ASM1516v1,Bradyrhizobium sp. BTAi1,Bacteria;Pseudomonadota;Alphaproteobacteria,BTAi1,SAMN02598359,PRJNA16137,Complete,8.49351,64.7868,chromosome:NC_009485.1/CP000494.1; plasmid pBBta01:NC_009475.1/CP000495.1,2.0,7530.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/165/GCA_000015165.1_ASM1516v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/165/GCF_000015165.1_ASM1516v1,2023-08-22_NCBI-genomes/GCF_000015165.1_ASM1516v1,Bacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium sp.,pAAPB,1.0,32.0,chromosome,pAAPB
GCA_021088345.1_ASM2108834v1,Bradyrhizobium sp. A19,Bacteria;Pseudomonadota;Alphaproteobacteria,A19,SAMN23412897,PRJNA783021,Complete,8.43585,64.9,chromosome:NZ_CP088156.1/CP088156.1,1.0,7302.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/088/345/GCA_021088345.1_ASM2108834v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/088/345/GCF_021088345.1_ASM2108834v1,2023-08-22_NCBI-genomes/GCF_021088345.1_ASM2108834v1,Bacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium sp.,,1.0,32.0,chromosome,pAAPB
GCA_023101065.1_ASM2310106v1,Bradyrhizobium sp. 172,Bacteria;Pseudomonadota;Alphaproteobacteria,172,SAMN16538599,PRJNA671608,Complete,8.51468,62.9703,chromosome:NZ_CP064701.1/CP064701.1; plasmid p172_1:NZ_CP064702.1/CP064702.1,2.0,7639.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/101/065/GCA_023101065.1_ASM2310106v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/101/065/GCF_023101065.1_ASM2310106v1,2023-08-22_NCBI-genomes/GCF_023101065.1_ASM2310106v1,Bacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium sp.,,,,,pAAPB
GCA_030297595.1_ASM3029759v1,Polynucleobacter sp. HIN7,Bacteria;Pseudomonadota;Betaproteobacteria,HIN7,SAMD00613835,PRJDB15919,Complete,1.79516,48.1,chromosome:AP028138.1,1.0,1781.0,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/297/595/GCF_030297595.1_ASM3029759v1,2023-08-22_NCBI-genomes/GCF_030297595.1_ASM3029759v1,Bacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter sp.,,1.0,32.0,chromosome,pAAPB
GCA_024662615.1_ASM2466261v1,Burkholderia glumae,Bacteria;Pseudomonadota;Betaproteobacteria,BGR49S,SAMN29352430,PRJNA853595,Complete,7.2841,67.8917,chromosome 1:NZ_CP100156.1/CP100156.1; chromosome 2:NZ_CP100157.1/CP100157.1; plasmid p49s1p:NZ_CP100158.1/CP100158.1; plasmid p49s2p:NZ_CP100159.1/CP100159.1; plasmid p49s3p:NZ_CP100160.1/CP100160.1; plasmid p49s4p:NZ_CP100161.1/CP100161.1,6.0,6224.0,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/662/615/GCF_024662615.1_ASM2466261v1,2023-08-22_NCBI-genomes/GCF_024662615.1_ASM2466261v1,Bacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia glumae,,,,,
GCA_030297575.1_ASM3029757v1,Polynucleobacter sp. HIN6,Bacteria;Pseudomonadota;Betaproteobacteria,HIN6,SAMD00613834,PRJDB15919,Complete,1.85049,48.0,chromosome:AP028137.1,1.0,1794.0,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/297/575/GCF_030297575.1_ASM3029757v1,2023-08-22_NCBI-genomes/GCF_030297575.1_ASM3029757v1,Bacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter sp.,,1.0,32.0,chromosome,pAAPB
GCA_001713375.1_ASM171337v1,Hydrogenophaga sp. RAC07,Bacteria;Pseudomonadota;Betaproteobacteria,RAC07,SAMN04909718,PRJNA319837,Complete,4.67468,65.5,chromosome:NZ_CP016449.1/CP016449.1,1.0,4328.0,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/713/375/GCF_001713375.1_ASM171337v1,2023-08-22_NCBI-genomes/GCF_001713375.1_ASM171337v1,Bacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga sp.,pAAPB,1.0,33.0,chromosome,pAAPB
GCA_011388215.1_ASM1138821v1,Hydrogenophaga crocea,Bacteria;Pseudomonadota;Betaproteobacteria,BA0156,SAMN14330252,PRJNA611009,Complete,4.56113,69.4,chromosome:NZ_CP049989.1/CP049989.1,1.0,4265.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/388/215/GCA_011388215.1_ASM1138821v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/388/215/GCF_011388215.1_ASM1138821v1,2023-08-22_NCBI-genomes/GCF_011388215.1_ASM1138821v1,Bacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga crocea,,1.0,32.0,chromosome,pAAPB
GCA_023634805.2_ASM2363480v2,Acidovorax sp. 5MLIR,Bacteria;Pseudomonadota;Betaproteobacteria,5MLIR,SAMN28648202,PRJNA842168,Complete,4.48856,66.508,chromosome:CP106881.1; plasmid unnamed1:CP106882.1; plasmid unnamed2:CP106883.1,3.0,3931.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/634/805/GCA_023634805.2_ASM2363480v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/634/805/GCF_023634805.2_ASM2363480v2,2023-08-22_NCBI-genomes/GCF_023634805.2_ASM2363480v2,Bacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp.,,,,,
GCA_013170845.1_ASM1317084v1,Mesorhizobium loti R88b,Bacteria;Pseudomonadota;Alphaproteobacteria,R88b,SAMN02597285,PRJNA496338,Complete,7.20717,62.4,chromosome:NZ_CP033367.1/CP033367.1,1.0,6748.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/170/845/GCA_013170845.1_ASM1317084v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/170/845/GCF_013170845.1_ASM1317084v1,2023-08-22_NCBI-genomes/GCF_013170845.1_ASM1317084v1,Bacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium loti,,1.0,32.0,chromosome,
GCA_009761735.1_ASM976173v1,Mesorhizobium japonicum R7A,Bacteria;Pseudomonadota;Alphaproteobacteria,R7A,SAMN02597167,PRJNA496338,Complete,6.52999,62.9,chromosome:NZ_CP033366.1/CP033366.1,1.0,6127.0,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/761/735/GCF_009761735.1_ASM976173v1,2023-08-22_NCBI-genomes/GCF_009761735.1_ASM976173v1,Bacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium japonicum,,,,,
GCA_014495845.1_ASM1449584v1,Aquibium microcysteis,Bacteria;Pseudomonadota;Alphaproteobacteria,NIBR3,SAMN15935146,PRJNA660088,Complete,6.10926,67.9,chromosome:NZ_CP061080.1/CP061080.1,1.0,5624.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/495/845/GCA_014495845.1_ASM1449584v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/495/845/GCF_014495845.1_ASM1449584v1,2023-08-22_NCBI-genomes/GCF_014495845.1_ASM1449584v1,Bacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Aquibium,Aquibium microcysteis,,1.0,31.0,chromosome,
GCA_029201645.1_ASM2920164v1,Sinorhizobium sp. K101,Bacteria;Pseudomonadota;Alphaproteobacteria,K101,SAMN30631408,PRJNA798730,Complete,6.55264,62.1065,chromosome:NZ_CP104130.1/CP104130.1; plasmid pK101a:NZ_CP104131.1/CP104131.1; plasmid pK101b:NZ_CP104132.1/CP104132.1; plasmid pK101c:NZ_CP104133.1/CP104133.1,4.0,5462.0,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/201/645/GCF_029201645.1_ASM2920164v1,2023-08-22_NCBI-genomes/GCF_029201645.1_ASM2920164v1,Bacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium sp.,,,,,
GCA_001713475.1_ASM171347v1,Agrobacterium sp. RAC06,Bacteria;Pseudomonadota;Alphaproteobacteria,RAC06,SAMN04909720,PRJNA319838,Complete,4.96465,61.0784,chromosome:NZ_CP016499.1/CP016499.1; plasmid pBSY240_1:NZ_CP016500.1/CP016500.1,2.0,4621.0,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/713/475/GCF_001713475.1_ASM171347v1,2023-08-22_NCBI-genomes/GCF_001713475.1_ASM171347v1,Bacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium sp.,pAAPB,1.0,31.0,chromosome,pAAPB
GCA_003667725.1_ASM366772v1,Agrobacterium fabrum,Bacteria;Pseudomonadota;Alphaproteobacteria,1D132,SAMN10169588,PRJNA494479,Complete,5.55311,58.9586,chromosome circular:NZ_CP033022.1/CP033022.1; chromosome linear:NZ_CP033023.1/CP033023.1; plasmid pAt1D132a:NZ_CP033024.1/CP033024.1; plasmid pAt1D132b:NZ_CP033025.1/CP033025.1; plasmid pTi1D132:NZ_CP033026.1/CP033026.1,5.0,5055.0,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/667/725/GCF_003667725.1_ASM366772v1,2023-08-22_NCBI-genomes/GCF_003667725.1_ASM366772v1,Bacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium fabrum,,,,,pAAPB
GCA_001579845.1_ASM157984v1,Rhodoplanes sp. Z2-YC6860,Bacteria;Pseudomonadota;Alphaproteobacteria,YC6860,SAMN04521129,PRJNA238489,Complete,8.19389,63.5,chromosome:NZ_CP007440.1/CP007440.1,1.0,7636.0,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/579/845/GCF_001579845.1_ASM157984v1,2023-08-22_NCBI-genomes/GCF_001579845.1_ASM157984v1,Bacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Rhodoplanes,Rhodoplanes sp.,,,,,
GCA_027886585.1_ASM2788658v1,Hyphomicrobium sp. DMF-1,Bacteria;Pseudomonadota;Alphaproteobacteria,DMF-1,SAMN32638570,PRJNA921908,Complete,4.74466,63.6,chromosome:NZ_CP115706.1/CP115706.1,1.0,4314.0,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/886/585/GCF_027886585.1_ASM2788658v1,2023-08-22_NCBI-genomes/GCF_027886585.1_ASM2788658v1,Bacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium sp.,,1.0,31.0,chromosome,
GCA_000166055.1_ASM16605v1,Rhodomicrobium vannielii ATCC 17100,Bacteria;Pseudomonadota;Alphaproteobacteria,ATCC 17100,SAMN00007427,PRJNA38253,Complete,4.01447,62.2,chromosome:NC_014664.1/CP002292.1,1.0,3569.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/055/GCA_000166055.1_ASM16605v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/055/GCF_000166055.1_ASM16605v1,2023-08-22_NCBI-genomes/GCF_000166055.1_ASM16605v1,Bacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Rhodomicrobium,Rhodomicrobium vannielii,PNSB,1.0,31.0,chromosome,PNSB
